 screen_name, location, text
nancya0317,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
brownellcassie,University of Toronto,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
honchipper,"Fresno, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jbutane,,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
_helenpark,"Honolulu, HI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
EWalshMiot,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Tetsuyama511,Amphoe Mueang Chon Buri,"RT @KevinBooker212: If Democrats lose North Dakota which looks like they will, it would mean that they'd have to hold every other one of th"
BakerSonPeekay,,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
KnitNAKinVA,"Charlottesville, Virginia, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Tia22074363,"Pennsylvania, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Gigimarie8,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tallyanddaisy,"Port Melbourne ,Australia","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
dhruvishah1214,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
alvarezcarbonel,"Cleveland, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
theamazingdrewH,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
wheninsocal,NYC    California ,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
Stegelin,"Charleston, SC","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Dpelle12,"Florida, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JessSargus,"New York, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TruthMelody88,Texas,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
khelenbre,,"RT @Alyssa_Milano: 5. TEXAS SENATE ELECTION
Vote For @BetoORourke 
DONATE: https://t.co/WcP2YmTWr4

#KavanaughKarma"
Denisemp51,"Seattle, WA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
lonestarcelt,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KatP147369,"Katy, TX","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
frostkat,"Sylvania, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
oldinfantryman1,"Virginia, USA","RT @StatesPoll: United States Senate election in Texas, 2018
Cruz(Rep) vs O'Rourke (Dem). CBS News/YouGov 10/2-10/5
My Analysis Post: https"
pathowe,"Chicago, IL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rmack,"Washington, DC","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
AkosuaCook,"Chattanooga, TN","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
BenitoMaga,BenitoMagaville,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
nfunkham,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
angelrose2562,St Louis MO,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tamaradela,,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
AjC7j,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
danv5,"Maryland, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SylviaLindley4,"2nd, Tx","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
VaMercedeslady,,"RT @Cali_Tracii: @RealErinCruz @tedcruz                
Hold the Senate with a #RedNovember.

A M E R I C A 's @tedcruz fo"
WdyRice,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
derek_alcorn,"Belfast, Northern Ireland","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
choc_lit1,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
misteralfen,Norway/ Vesterlen,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
irieDC,A Capitol City,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
mare949,"Drexel Hill, PA","RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
janicehouse,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Cali_Tracii,California,"@RealErinCruz @tedcruz                
Hold the Senate with a #RedNovember.

A M E R I C A 's https://t.co/J0mG1fill3"
stickyansweet,"Phoenix, AZ","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
cards79,"Claremont, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Cathode321,earth,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
48Gailschwerdt,"Cape Coral, FL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JakeCommentary,"California, USA","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
mne4e,"Cleveland, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Bmoose47,"Austin, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ihatebuckydent,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
RandyDiller,Cincinnati,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
BarbaraSmoyer,"Grand Rapids, MI","RT @Alyssa_Milano: 5. TEXAS SENATE ELECTION
Vote For @BetoORourke 
DONATE: https://t.co/WcP2YmTWr4

#KavanaughKarma"
P_Formigal,Beira,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ltersinar1,,"RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
jessleigh_10023,"New Jersey, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
seagirl50,Jersey Shore,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
BakerLuke,"Paris, France","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
efflecha,Puerto Rico,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
daenachristy,NYC,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
profesora2005,"Fort Worth, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JacquieGreen,"Toronto, mostly","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
LizRodr42,USA,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kathyhb,connecticut,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
SIRGOLDIE17,"Los Angeles, CA","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
laMasLoca,"California, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
peachybrets,"Manila, Philippines","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
Jahradics211,"Jacksonville, FL",RT @MichelleMeach16: @BetoORourke We need to keep recruiting people to campaign however they can..This is going to come down to the wire..B
NeentheBean,,"RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
sivavaid,"Virginia, USA","RT @BuzzFeedNews: Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Senate's v"
GG_Hoffmann,",    ","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
BuzzFeedNews,,"Police in Texas removed an anti-Republican political sign from a woman's yard, amid nationwide rancor over the Sena https://t.co/bxU89bFlaY"
DrPSchmidt,"West Chester, PA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Racket4life,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SnowStone2017,"England, United Kingdom","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
akrazz,"Spokane Valley, WA, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Laurali90126499,"Ewa Beach, HI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MsHellinWheels,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
sciencegal_NZ,Everywhere,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jrohrich,"California, USA","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
darylquincy,"Newcastle Upon Tyne, England","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
StudioRia,The South,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
maddaboutit,university of oregon,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KellyLHukill,"Denton, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
darthcancerous,United States,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
LliberalNATION,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SandzBobbi,"New Mexico, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ThelmaDade,"New Mexico, USA","RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
Rise2Shine2,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
musgrave_jeff,"Toronto, Ontario","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
nancyo61,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
almaro_lu,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
RealArmeyDean,"Arizona, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DeniseCunniff1,"Texas, USA",RT @tedcruz: ICYMI: A clip of my interview with Sean Hannity last night where I talk about the stakes of today's vote to #ConfirmKavanaugh
fallspark49,United States,"RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
brokenheartswwl,"Freedom, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kfwwkfww1,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
HeatherBeeBruno,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
qwerty101,Earth,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
brett09070110,"Florida, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
stan8331,the hinterlands,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MentalApparel,"East Blue Hill, ME","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
