ids,ids,text
24517979,24517979," rt @jrubinblogger: press keeps saying trump is helping in senate. but since 2016 ohio, wis , penn and w va arent really competitive at all"
8.06E+17,8.06E+17,"florida, usa rt @trumpology: @texaslivein @ray_nolen @proudrepublica4 @mariatweets3 @jgalt09 you really cant be that naive or ignorant. check out rober"
148908323,148908323,"warren mi rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
1.03E+18,1.03E+18,"seoul, republic of korea rt @theeconomist: democrat  beto   beto  is running a competitive campaign in texas, a state that has not elec cruz  a democrat to statewide o"
8.16E+17,8.16E+17,"california, usa rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
1163985324,1163985324,"north dakota rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
235322449,235322449,"california, usa rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
8.21E+17,8.21E+17," rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
519844277,519844277,"beto land rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
9.07E+17,9.07E+17,"west hills, ny rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2849897735,2849897735,"massachusetts rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
9.41E+17,9.41E+17," rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
30532868,30532868,"texas, usa rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
7.87E+17,7.87E+17," rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
905138029,905138029," bigcity  , tx rt @trumpology: @texaslivein @ray_nolen @proudrepublica4 @mariatweets3 @jgalt09 you really cant be that naive or ignorant. check out rober"
985512426,985512426," rt @statespoll: uni cruz  states senate election in texas, 2018
 cruz (rep) vs  beto  (dem)
emerson 10/1-10/5. 500 lv
my analysis post: https:"
8.18E+17,8.18E+17,"united states rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
9.28E+17,9.28E+17,"washington state rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
1322458364,1322458364,"seal beach, ca rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
3313497140,3313497140,"nebraska, usa rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
1081323786,1081323786," bigcity  , tx two challenges for you today:

1. drive through any neighborhood in dallas without seeing a  beto  for senate sign. https://t.co/0jakhda5gt"
18157163,18157163,"fresno, ca rt @ewerickson: progressives should really seize hold of federalism.  you can't get rid of the senate.  so embrace the current structure to"
9.47E+17,9.47E+17," rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
8.58E+17,8.58E+17," rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
246971904,246971904,"texas, usa rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
509384598,509384598,heart of texas rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
2714710220,2714710220,carolinablue2daheart rt @thehill: watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu
8.24E+17,8.24E+17," rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
78695718,78695718,"texas rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
8.10E+17,8.10E+17," rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
1.04E+18,1.04E+18,"united states rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
35766965,35766965,"the woodlands, tx @politvidchannel #nowharbuttexas #vote #2018midterms for @ beto   beto   for senate#lose cruz because #texas des https://t.co/l4phf9sdlq"
2415763000,2415763000," rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
8.18E+17,8.18E+17,"united states rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
8.82E+17,8.82E+17,"boulder, co rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
2767231405,2767231405, rt @trumpology: @texaslivein @ray_nolen @proudrepublica4 @mariatweets3 @jgalt09 you really cant be that naive or ignorant. check out rober
2244225864,2244225864," rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
8.84E+17,8.84E+17," rt @keramirez: tx voters beware of #thewolfinsheepclothing
if u google,  beto    beto  ,thelib searchengine, portrays him  as a hispanicgoodg"
2754616770,2754616770, rt @thehill: watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu
41476311,41476311,"levittown, ny rt @thehill: watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu"
52542629,52542629," smalltown  , tx rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
26504412,26504412," bigcity  , tx, usa rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
760886299,760886299," bigcity  , tx  rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
9.14E+17,9.14E+17,"chicago, il rt @colbertlateshow: on tonight's episode we're revisiting texas senate candidate @ beto   beto  's chat with @stephenathome. plus, you get to"
264168321,264168321,"kenya rt @theeconomist: democrat  beto   beto  is running a competitive campaign in texas, a state that has not elec cruz  a democrat to statewide o"
7.87E+17,7.87E+17, rt @thehill: watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu
1101298442,1101298442,"logan, ut rt @thehill: watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu"
31182139,31182139, rt @thehill: watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu
9.11E+17,9.11E+17,"a new empire rt @donnasfineart: boyhood"" director richard linklater produced an ad for # beto   beto   (d-tx), senate opponent of  cruz   cruz  (r-tx), that qu"
277824321,277824321,mi donate to phil bredesen in tennessee and  beto   beto  in texas. we need to do the senate. #vote https://t.co/auwgmrell7
553030326,553030326, rt @thehill: watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu
329927523,329927523,"herndon, va rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
1917731,1917731,"washington, dc watch: eva longoria endorses  beto   beto  in new video https://t.co/h7lehcfopd https://t.co/0f7dhplzxu"
537772034,537772034, rt @krny116: democratic texas rep.  beto    beto  s senate campaign was flagged by the federal election commission (fec) on sunday for accep
2514159780,2514159780," nashville,tn rt @adrienneroyer: wow. @marshablackburn
ahead by 8 in the latest cbs poll.

moe is 3.4 pts, so that's a comfortable lead. this is also the"
365168112,365168112, rt @trscoop: watch:  cruz   cruz  talks to nbcs lester holt about his tight senate race in texas  (and more!) https://t.co/mcfcada7bj https://
7.96E+17,7.96E+17,"alpena, mi rt @krny116: democratic texas rep.  beto    beto  s senate campaign was flagged by the federal election commission (fec) on sunday for accep"
9.17E+17,9.17E+17,"united states rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
14737588,14737588,"fairfield, oh rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
161831562,161831562," bigcity  , texas here in texas, we are moving heaven and earth to get  beto  elec cruz  to the senate. in our wildest dreams we didnt th https://t.co/tqmpoyqy3f"
8.20E+17,8.20E+17, democratic texas rep.  beto    beto  s senate campaign was flagged by the federal election commission (fec) on sunda https://t.co/c2cjkc0r3z
600640132,600640132,"ohio, usa rt @waydede: @stephan40279183 @trumpsters45 @mal1976retaf @adorable_todd @dianne1h @giboneydavid @vanderfk @mimiyvo @genevievelee19 @sbiv56"
21754958,21754958," rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
7.64E+17,7.64E+17,"florida, usa rt @adrienneroyer: wow. @marshablackburn
ahead by 8 in the latest cbs poll.

moe is 3.4 pts, so that's a comfortable lead. this is also the"
201983798,201983798,"vallejo, ca rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
1228815734,1228815734,"la & tx rt @theeconomist: democrat  beto   beto  is running a competitive campaign in texas, a state that has not elec cruz  a democrat to statewide o"
18733356,18733356," smalltown  , texas rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
9.74E+17,9.74E+17,"kentucky, usa rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
8.05E+17,8.05E+17,"southeast usa rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
1.04E+18,1.04E+18,"united states rt @theeconomist: democrat  beto   beto  is running a competitive campaign in texas, a state that has not elec cruz  a democrat to statewide o"
7.83E+17,7.83E+17,"new york, ny rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
9.12E+17,9.12E+17,"california, usa rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
550560179,550560179," rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
8.19E+17,8.19E+17," bigcity  , tx rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
2478940417,2478940417,"usa rt @statespoll: uni cruz  states senate election in texas, 2018
 cruz (rep) vs  beto  (dem)
emerson 10/1-10/5. 500 lv
my analysis post: https:"
9.13E+17,9.13E+17,"texas, usa let me remind anyone that has a son, nephew, brother, or father...."" beto  said he would have vo cruz  no on kavanaugh i https://t.co/eopqkciqse"
180303801,180303801," rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
15404961,15404961," rt @steffs_tweets: keep texas red
vote @  cruz   for senate!! 
#choose cruz  https://t.co/xi8fbu6giy"
1725407809,1725407809,"united states https://t.co/anwjqsv2et   beto  ,  cruz   cruz  on their texas senate racefbns connell mcshane interviews texas senate candidate  beto  orourk..."
25685342,25685342," rt @adrienneroyer: wow. @marshablackburn
ahead by 8 in the latest cbs poll.

moe is 3.4 pts, so that's a comfortable lead. this is also the"
7.97E+17,7.97E+17, rt @novusvero: poll:  cruz  leads  beto  in texas senate contest https://t.co/nekh9quhds
9.45E+17,9.45E+17," rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
1.04E+18,1.04E+18,texas rt @trscoop: watch:  cruz   cruz  talks to nbcs lester holt about his tight senate race in texas  (and more!) https://t.co/mcfcada7bj https://
7.30E+17,7.30E+17,"michigan rt @celeste_pewter: it's tuesday, 10/9. if you live in states with key senate races like:

arizona
florida
indiana
michigan
mississippi
nev"
183876837,183876837,"new york, new york @evalongoria endorses @ beto   beto   (d-tx) in texas senate race https://t.co/mgp7odzcwn"
2898598824,2898598824,"usa (variable by season) rt @fawfulfan: there are a couple of races, like the texas senate race, that are going to hinge pretty much entirely on whether young peopl"
